0 8.44307652781 8.78965525224 8.49366185262 8.81499132129 8.66462950909 9.0070768763 8.47681197031 8.57465236057 
1 0.0781509914989 0.0763228729867 0.0772021465467 0.0763264993883 0.0743140907392 0.0760369253604 0.0766784035697 0.0980897117316 
2 0.00998796015324 0.00867210489043 0.00901861462988 0.00842219312651 0.00871315900705 0.00842678605719 0.00890822326402 0.0104966720292 
3 2.41579800738 2.6174078236 2.34447493197 1.88417686666 1.94898410948 1.91192811992 2.01094312694 1.84309724515 
4 5.91479708846 5.58348634424 5.80006308992 5.00228487387 4.72540178641 8.6142394452 5.02291229162 4.52201260546 
5 11.1988749965 9.99084551262 9.09643615046 9.69896117029 8.23889159394 9.6004506963 9.59565598367 10.532700999 
6 7.47184901998 7.03543754933 7.12531586964 5.79486097416 6.07400902164 5.56549003993 5.50844673902 7.20543932893 
7 12.2527454965 15.3405728199 11.0648659732 14.9746965904 11.1434734205 12.3154165775 10.5267193724 13.1515478362 
8 23.7511101745 25.8547384945 23.964675514 26.3124437807 25.2628057494 27.0205758635 27.3278037396 24.3929035938 
9 7.98404688225 10.2560967112 13.4635712449 8.46191496491 10.1335776977 11.7051658536 12.9750630239 13.8108397501 
10 10.1216167471 11.4632062604 11.6268743626 12.980065966 11.4849093033 14.6217475854 13.3741598359 10.533012859 
11 9.97161635522 10.097661705 9.21115552656 10.2472526125 10.1132274617 11.2545378087 12.8219597936 12.1395807349 
12 7.49569838371 8.85698657514 7.86520286096 7.81416916937 7.16240043531 8.50217988535 7.43010617648 6.24383089105 
13 17.5857089838 18.4174013577 17.8116683143 14.8057740887 16.2600917847 15.8386960204 17.1805688165 17.1677993435 
14 18.4167613309 15.9782096631 20.040757583 17.6668121652 17.4373766899 16.0995836817 15.83302629 15.1346405956 
15 20.4814534774 18.492569122 20.6647616759 17.8337860155 14.4808316857 15.7062571534 15.4642653916 16.4155685618 
16 15.2892219372 13.4874893085 16.1795597401 17.6045134078 19.5202852965 16.8449081652 18.4649326065 14.1206089931 
17 10.3550914655 9.24066371742 8.29343319082 9.29934004184 7.70159513435 7.02548153064 8.82579366631 7.31993533873 
18 7.95449449626 9.68551572263 9.0904758725 7.6617537915 8.53057978138 7.6661671251 10.2927049823 8.14303795065 
