0 5065.84591669 5273.79315134 5096.19711157 5288.99479278 5198.77770545 5404.24612578 5086.08718219 5144.79141634 
1 46.8905948993 45.793723792 46.321287928 45.795899633 44.5884544435 45.6221552163 46.0070421418 58.853827039 
2 5.99277609194 5.20326293426 5.41116877793 5.05331587591 5.22789540423 5.05607163431 5.34493395841 6.29800321753 
3 1449.47880443 1570.44469416 1406.68495918 1130.50612 1169.39046569 1147.15687195 1206.56587616 1105.85834709 
4 3548.87825308 3350.09180654 3480.03785395 3001.37092432 2835.24107184 5168.54366712 3013.74737497 2713.20756327 
5 6719.32499792 5994.50730757 5457.86169028 5819.37670217 4943.33495636 5760.27041778 5757.3935902 6319.6205994 
6 4483.10941199 4221.2625296 4275.18952178 3476.91658449 3644.40541299 3339.29402396 3305.06804341 4323.26359736 
7 7351.64729788 9204.34369196 6638.9195839 8984.81795425 6686.08405232 7389.24994651 6316.03162346 7890.9287017 
8 14250.6661047 15512.8430967 14378.8053084 15787.4662684 15157.6834496 16212.3455181 16396.6822438 14635.7421563 
9 4790.42812935 6153.65802671 8078.14274697 5077.14897895 6080.1466186 7023.09951219 7785.03781434 8286.50385008 
10 6072.97004824 6877.92375621 6976.12461756 7788.03957957 6890.94558196 8773.04855122 8024.49590154 6319.80771542 
11 5982.96981313 6058.59702297 5526.69331594 6148.35156748 6067.93647703 6752.72268522 7693.17587614 7283.74844094 
12 4497.41903022 5314.19194509 4719.12171657 4688.50150162 4297.44026119 5101.30793121 4458.06370589 3746.29853463 
13 10551.4253903 11050.4408146 10687.0009886 8883.46445321 9756.0550708 9503.21761225 10308.3412899 10300.6796061 
14 11050.0567985 9586.92579787 12024.4545498 10600.0872991 10462.4260139 9659.75020901 9499.81577403 9080.78435736 
15 12288.8720865 11095.5414732 12398.8570056 10700.2716093 8688.49901142 9423.75429204 9278.55923495 9849.34113707 
16 9173.53316231 8092.49358508 9707.73584407 10562.7080447 11712.1711779 10106.9448991 11078.9595639 8472.36539583 
17 6213.05487932 5544.39823045 4976.05991449 5579.6040251 4620.95708061 4215.28891838 5295.47619979 4391.96120324 
18 4772.69669776 5811.30943358 5454.2855235 4597.0522749 5118.34786883 4599.70027506 6175.62298937 4885.82277039 
